"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean"
"Relevant","abstract","abstract","0","","not_specified","endophytic fungi","not_specified","present","producing bioactive compounds and potentially fuel precursors","reside in healthy parts of the plant without causing symptoms of disease","not_specified","india","abstract-csv","doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.3390/jof6030123","paullinia cupana var. sorbilis","phyllosticta","leaves and seeds","present","endophytic (based on isolation from plant tissue)","isolated from leaves and seeds of anthracnose-resistant and susceptible guarana plants produced in maues and manaus","brazil","amazon rainforest","brazil","abstract-csv; doi_10.3390_jof6030123","Abstract"
"Relevant","full-text","full-text","5","10.26538/tjnpr/v8i3.37","annona muricata linn.","endophytic fungus","leaf","present","endophytic","isolated from surface-sterilized roots","not specified","nigeria","full-text","doi_10.26538_tjnpr_v8i3.37","Full-Text"
"Relevant","abstract","abstract","0","10.5943/ajom/6/2/5","sonneratia alba","fusarium","leaves","roots","twigs","present","endophytic","isolated from different parts of mangrove species using standard potato dextrose agar culturing","mangrove","sri lanka; abstract-csv; doi_10.5943_ajom_6_2_5","Abstract"
"Relevant","abstract","abstract","0","10.1093/aob/mcae014","lolium arundinaceum","epichlo?","reproductive tissues","vegetative structures","below-ground tissue","above-ground parts","present","endophytic","symbiotic relationship","fungal endophytes synthesize anti-herbivore alkaloids; pasture; not specified; abstract-csv; doi_10.1093_aob_mcae014","Abstract"
"Relevant","abstract","abstract","0","10.1055/s-0042-111008","anthocleista djalonensis","colletotrichum gloeosporioides","leaf","present","endophytic","isolated from surface-sterilized leaves","(not provided in text)","nigeria","abstract-csv","doi_10.1055_s-0042-111008","Abstract"
"Relevant","abstract","abstract","0","10.1007/s40011-019-01159-w","z. officinale","rhizophagus","root","present","endomycorrhizal (symbiotic)","both species have dual colonization of amf and dsef structures in different cortical cells.","shifting cultivation fields","hilly terrains","manipur","northeast india; abstract-csv; doi_10.1007_s40011-019-01159-w","Abstract"
"Relevant","full-text","full-text","19","10.1371/journal.pone.0273908","abelmoschus esculentus (okra)","aspergillus violaceofuscus","not specified","present","biocontrol agent","isolated from chilli","promoted growth under cd and cr stress","not specified","pakistan","full-text; doi_10.1371_journal.pone.0273908","Full-Text"
"Relevant","abstract","abstract","0","10.1007/s00572-017-0785-9","trisetum spicatum","arbuscular mycorrhizal endophyte","root","present","mycorrhizal","isolated from root samples","both coarse and fine endophytes detected","high arctic","spitsbergen","norway; abstract-csv; doi_10.1007_s00572-017-0785-9","Abstract"
"Relevant","abstract","abstract","0","10.5897/jmpr11.921","dioscorea zingiberensis c. h. wright","fusarium redolens","seedling","cell culture","present","endophytic","elicits diosgenin production in seedling and cell cultures","","","abstract-csv; doi_10.5897_jmpr11.921","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.jhazmat.2021.125595","endive","unknown (mentioned as endophytes","leaf","root","present","endophytic","isolated from leaf and root endophytes of the specified vegetables","not specified in the text","not specified in the text","abstract-csv; doi_10.1016_j.jhazmat.2021.125595","Abstract"
"Relevant","full-text","full-text","15","10.1038/s41598-025-98978-x","fucus guiryi zardi","exophiala mesophila","seaweed","present","endophytic","isolated from seaweed hosts","marine","portugal","full-text","doi_10.1038_s41598-025-98978-x","Full-Text"
"Relevant","abstract","abstract","0","10.1007/bf02027781","zea mays (corn)","balansiae tribe","leaf","present","endophytic","infected grasses produce ergot alkaloids that may provide plant defense against herbivores","particularly the fall armyworm.","grassland","not specified","abstract-csv; doi_10.1007_bf02027781","Abstract"
"Relevant","abstract","abstract","0","10.1094/pdis.1998.82.12.1401c","ceratonia siliqua l.","pseudocercospora ceratoniae deighton","leaf","present","pathogenic","causal agent of a leaf disease outbreak in sicily","italy. isolated from necrotic spots on the lower surface of leaves.","mediterranean","italy","abstract-csv; doi_10.1094_pdis.1998.82.12.1401c","Abstract"
"Relevant","abstract","abstract","0","10.3390/jof10110799","zea mays (maize)","colletotrichum boninense","leaf","present","pathogenic","endophytic","isolated from maize leaf spots; pathogenicity tests revealed that c. cliviicola","c. fructicola","c. siamense","c. karstii; and c. truncatum are causative agents of maize anthracnose; c. boninense was identified as an endophytic fungus on healthy maize; agricultural field; china (sichuan province); abstract-csv; doi_10.3390_jof10110799","Abstract"
"Relevant","abstract","abstract","0","10.1007/s13225-018-0399-3","vitis vinifera","curvularia","stem","present","endophytic","isolated from healthy grapevine stem fragments","not provided","not provided","abstract-csv","doi_10.1007_s13225-018-0399-3","Abstract"
"Relevant","abstract","abstract","0","10.1007/s13225-013-0223-z","poaceae (grasses)","alternaria","host plant tissue","present","endophytic","natural endophytes isolated from grass species. saprobic colonization and sporulation observed on dead host plant tissue.","grasslands","(not specified - global)","abstract-csv","doi_10.1007_s13225-013-0223-z","Abstract"
"Relevant","full-text","full-text","12","10.1186/s41938-023-00725-9","hevea brasiliensis","clostostachys chloroleuca tmds 2.1","roots","present","biocontrol agent","isolated from rubber plant nursery to inhibit white root rot disease caused by rigidoporus microporus","tropical rubber plantation","indonesia","full-text","doi_10.1186_s41938-023-00725-9","Full-Text"
"Relevant","abstract","abstract","0","10.19540/j.cnki.cjcmm.20230606.101","scutellaria baicalensis","common_name: fusarium solani","callus","present","endophytic","isolated from scutellaria baicalensis","promoting accumulation of flavonoids in callus.","not provided","not provided","abstract-csv; doi_10.19540_j.cnki.cjcmm.20230606.101","Abstract"
"Relevant","abstract","abstract","0","10.26651/allelo.j./2018-44-2-1169","euphorbia heterophylla l.","diaporthe sp.","leaf","present","pathogenic","isolated from leaves of serjania lethalis","(not provided in text)","(not provided in text)","abstract-csv","doi_10.26651_allelo.j._2018-44-2-1169","Abstract"
"Relevant","abstract","abstract","0","10.15446/abc.v23n3.69455","theobroma cacao (malvaceae)","strain: ec059","leaf","present","biocontrol agent","isolated from healthy theobroma cacao tissue; demonstrates mycoparasitism","antagonistic effects on moniliophthora spp. growth through crude metabolites","and ability to recolonize host leaves.","(not provided in the text)","ecuador; abstract-csv; doi_10.15446_abc.v23n3.69455","Abstract"
"Relevant","abstract","abstract","0","10.1139/b91-217","vaccinium angustifolium ait.","oidiodendron scytaloides","root","present","ericoid mycorrhizal","inoculated under axenic growing conditions","characteristic hyphal coils developed inside root cortical cells.","(not provided in text)","(not provided in text)","abstract-csv; doi_10.1139_b91-217","Abstract"
"Relevant","abstract","abstract","0","10.1007/s12013-024-01553-w","aegiceras corniculatum (l.) blanco","aspergillus species","bark","present","endophytic","isolated from different sites of the baleswar river region in sundarban","mangrove","india","abstract-csv","doi_10.1007_s12013-024-01553-w","Abstract"
"Relevant","full-text","full-text","15","10.1038/s41598-023-33195-y","triticum aestivum l.","basidiomycota","leaf","kernel","stem","root","present","endophytic","isolated from various wheat cultivars grown under different conditions","agricultural field and greenhouse; poland; full-text; doi_10.1038_s41598-023-33195-y","Full-Text"
"Relevant","full-text","full-text","12","10.1038/s41598-024-71839-9","chenopodium quinoa willd","multiple - not specified in text","various symptoms","present","pathogenic","isolated from symptomatic organs across three agro-ecological zones","not specified","burkina faso","full-text","doi_10.1038_s41598-024-71839-9","Full-Text"
"Relevant","abstract","abstract","0","10.14601/phytopathol_mediterr-23337","vitis vinifera (cabernet sauvignon)","phaeomoniella chlamydospora","['rootstocks","trunks","cordons']","present","endophytic","pathogenic","unknown","isolated from vines with and without esca-foliar symptoms. associations assessed between fungal taxa and health status of vines; host parts and tissue types.; vineyard; spain; abstract-csv; doi_10.14601_phytopathol_mediterr-23337","Abstract"
"Relevant","abstract","abstract","0","10.1007/s00248-022-02067-9","quercus spp.","tubakia sensu lato","leaf","present","endophytic","foliar endophytes","dominant forest tree species","host-specific among quercus spp.","evergreen forests","japan; abstract-csv; doi_10.1007_s00248-022-02067-9","Abstract"
"Relevant","abstract","abstract","0","","azadirachta indica a. juss","curvularia geniculatae","leaf","present","endophytic","isolated from leaves","","","abstract-csv","doi_nan","Abstract"
"Relevant","full-text","full-text","8","10.1186/s13717-021-00287-4","ratibida columnifera (nutt.)","soil microbes","seed","present","endophytic or mutualistic","treated with microbial wash extracted from native soils","semi-arid subtropical","united states (south texas","lower rio grande valley)","full-text; doi_10.1186_s13717-021-00287-4","Full-Text"
"Relevant","abstract","abstract","0","10.1111/j.2007.0906-7590.05027.x","festuca ovina","epichloe festucae","vegetative tillers (for f. rubra at local scale)","flowering culms (for f. rubra at regional scale)","present","symbiotic","fungal symbiont providing host plant with protection against herbivores","but infection might also be associated with a cost to its host plant.","mountain ecosystems in northern sweden","sweden; abstract-csv; doi_10.1111_j.2007.0906-7590.05027.x","Abstract"
"Relevant","abstract","abstract","0","10.1080/15226514.2020.1780410","zea mays l.","bacillus pumilus","not specified","present","unkown (biological control agent can be inferred due to its use as an inoculant)","inoculated into z. mays seedlings for enhanced plant growth and cd uptake potential","not specified","not specified","abstract-csv","doi_10.1080_15226514.2020.1780410","Abstract"
"Relevant","full-text","full-text","20","10.1038/s41598-025-94982-3","glycine max (soybean)","leptodontidium sp.","roots","present","endophytic","inoculants applied to soybean fields for increased yield","total soc","and soil n. associated with an increase in aggregate occluded particulate organic matter (opom) c and n","and mineral-associated organic matter (maom) c and n.","agricultural; australia; full-text; doi_10.1038_s41598-025-94982-3","Full-Text"
"Relevant","abstract","abstract","0","","fraxinus excelsior (european ash)","gibberella sp.","stem collar","present","pathogenic","endophytic","saprotrophic","isolated from stem collar rots of various developmental stages.","forest","germany (schleswig-holstein and lower saxony); abstract-csv; doi_nan","Abstract"
"Relevant","full-text","full-text","6","10.1007/s42770-024-01304-2","coffea arabica","simplicillium","leaf","present","pathogenic antagonist","isolated from coffee leaf rust (clr) lesions","agro-ecosystem","usa","full-text","doi_10.1007_s42770-024-01304-2","Full-Text"
"Relevant","full-text","full-text","13","10.15381/rivep.v33i5.23790","calamagrostis vicunarum","12","aerial biomass","present","endophytic","isolated from surface-sterilized roots","high andean grasslands","peru","full-text","doi_10.15381_rivep.v33i5.23790","Full-Text"
"Relevant","full-text","abstract","0","10.1007/s11104-013-1864-0","arabidopsis thaliana","saccharothrix algeriensis nrrl b-24137","root","present","biocontrol agent","isolated from saharan soil","potential biocontrol agent against botrytis cinerea","epi- and endophytic colonization of roots","ja/et dependent systemic resistance induction","sahara desert; algeria; abstract-csv; doi_10.1007_s11104-013-1864-0","Full-Text"
"Relevant","abstract","abstract","0","10.1111/efp.12498","acacia hybrid (acacia mangium x acacia auriculiformis)","multiple","discoloured and decayed wood","present","unknown (possibly pathogenic or saprotrophic)","isolated from discoloured and decayed wood samples in plantations after thinning and fertilizer treatments","plantation","vietnam","abstract-csv","doi_10.1111_efp.12498","Abstract"
"Relevant","full-text","full-text","31","10.1007/s11557-024-02025-4","not specified","ilyonectria","not specified","present","endophytic","pathogenic","mycophilic","saprotrophic (unspecified)","various lifestyles observed in different genera including plant pathogens","mycophilic taxa; endophytes; and saprobes; not specified; poland; the netherlands; germany; south africa; full-text; doi_10.1007_s11557-024-02025-4","Full-Text"
"Relevant","full-text","full-text","10","10.4067/s0716-97602010000400001","luehea divaricata (martius et zuccarini)","epicoccum","leaf","present","endophytic","isolated from surface-sterilized roots","not specified","brazil","full-text","doi_10.4067_s0716-97602010000400001","Full-Text"
"Relevant","abstract","abstract","0","10.5943/mycosphere/si/1b/7","not specified","botryosphaeriaceae (dothideomycetes","living tissues","present","pathogenic","becomes pathogenic under stress conditions caused by environmental changes","management practices","or pests.","","; abstract-csv; doi_10.5943_mycosphere_si_1b_7","Abstract"
"Relevant","abstract","abstract","0","10.1007/s10340-016-0767-2","cucumis melo l.","beauveria bassiana vuill.","leaf","present","pathogenic","foliar application for control of bemisia tabaci gennadius (hemiptera: aleyrodidae).","","","abstract-csv","doi_10.1007_s10340-016-0767-2","Abstract"
"Relevant","abstract","abstract","0","10.1039/d4ra05758a","camellia sinensis (l.) kuntze","pseudopestalotiopsis camelliae-sinensis","leaf","present","endophytic","isolated from tea leaves","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1039_d4ra05758a","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.rhisph.2023.100720","medicinal plants (not specified individually)","but no specific taxa listed)","plant tissues","present","endophytic","bacteria promote plant growth and improve resistance to pathogens","regulate synthesis of secondary metabolites with medicinal properties","and induce various biological effects.","not specified","not specified; abstract-csv; doi_10.1016_j.rhisph.2023.100720","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.sajb.2023.10.035","amaranthus sp.","cladosporium","root","present","saprotrophic","isolated from roots of red amaranthus sp.","","","abstract-csv","doi_10.1016_j.sajb.2023.10.035","Abstract"
"Relevant","abstract","abstract","0","","oryza sativa (rice)","pyricularia oryzae","root","foliage","present","pathogenic","cg-114 has systemic action against infections when applied to root or foliage","inhibits secondary infection and reduces spore virulence.","agricultural","not specified; abstract-csv; doi_nan","Abstract"
"Relevant","full-text","full-text","17","10.1038/s41598-021-04097-8","pennisetum glaucum (l.) r. br.","and saprotrophs","root","present","symbiotrophic","pathogenic","saprotrophic","associated with roots; wild and cultivated pearl millet. soil parameters influencing fungal community structure.","arid and semi-arid regions of sub-saharan africa and india","senegal; full-text; doi_10.1038_s41598-021-04097-8","Full-Text"
"Relevant","full-text","full-text","12","10.1186/s13213-020-01583-8","beta vulgaris l.","not specified","not specified (study on endophytic bacteria)","present","endophytic","study on the effects of continuous cropping of sugar beet on its endophytic bacterial community structures and diversity","not specified","china","full-text","doi_10.1186_s13213-020-01583-8","Full-Text"
"Relevant","full-text","full-text","18","10.1186/s12870-024-05764-4","thymus vulgaris","cladosporium puyae","not specified","present","endophytic","isolated from lamiaceae family","used as a biological tool to enhance drought tolerance in t. vulgaris.","not specified","iran","full-text; doi_10.1186_s12870-024-05764-4","Full-Text"
"Relevant","full-text","full-text","9","10.1590/s1516-8913201402043","tobacco plants","sterptomycete-like strain","internal tissues","leaf","root","glumes","present","endophytic","isolated from internal tissues of plants","forms symbiotic association; no overt negative effect on plant; tropical forests; coniferous forests; desert; france; brazil; colombia; germany; north america; full-text; doi_10.1590_s1516-8913201402043","Full-Text"
"Relevant","abstract","abstract","0","10.1094/pdis.2000.84.12.1282","carya illinoinensis",NA,"leaf","present","pathogenic","initiated by the fastidious xylem-limited bacterium xylella fastidiosa","not necessary for symptom development","orchard (commercial)","louisiana","abstract-csv; doi_10.1094_pdis.2000.84.12.1282","Abstract"
"Relevant","abstract","abstract","0","10.1128/aem.05255-11","populus deltoides","pezizomycotina and agaricomycotina","root endophytic and rhizospheric habitats","present","endophytic","saprotrophic (not explicitly stated but inferred as they are found in root tissue)","isolated from mature natural trees from both upland and bottomland sites in central tennessee. community profiling utilized 454 pyrosequencing with separate primers targeting the v4 region for bacterial 16s rrna and the d1/d2 region for fungal 28s rrna genes.","not explicitly mentioned","united states (tennessee)","abstract-csv; doi_10.1128_aem.05255-11","Abstract"
"Relevant","full-text","full-text","21","10.1007/s13225-023-00530-7","peaches","dothideomycetes","stem and xylem tissues","present","pathogenic","causes stem cankers","blocks xylem vessels","induces death of xylem parenchyma and bark tissues","produces phytotoxic metabolites","translocate them via the xylem sap; causes canopy disease symptoms; urban and forest tree species; global; full-text; doi_10.1007_s13225-023-00530-7","Full-Text"
"Relevant","abstract","abstract","0","","triticum aestivum (wheat)","f. oxysporum","grain","present","pathogenic","isolated from seeds of seven selected cultivars of wheat in two seasons from five agricultural research stations.","not_provided_in_text","bangladesh","abstract-csv","doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1111/efp.12240","pinus sylvestris","anthostomella formosa","callus (undifferentiated plant cells)","present","['pathogenic'","'endophytic'","'saprotrophic']","['gremmeniella abietina caused extensive necrosis and death within 10 days after inoculation'","'anthostomella formosa did not cause evident symptoms of callus degradation'","'phacidium lacerum remained the fastest colonizer']; not provided (pine forest assumed); not provided (european pine species assumed); abstract-csv; doi_10.1111_efp.12240","Abstract"
"Relevant","abstract","abstract","0","10.16333/j.1001-6880.2020.11.016","pseudostellaria heterophylla","cylindrocarpon sp.","root","present","endophytic","isolated from surface-sterilized roots","(not provided in text)","china","abstract-csv","doi_10.16333_j.1001-6880.2020.11.016","Abstract"
"Relevant","abstract","abstract","0","10.1111/nph.13418","triticumxsecale","zymoseptoria tritici","leaf","present","pathogenic","isolated from cereal leaves","visually assessed for disease","not specified","not specified","abstract-csv; doi_10.1111_nph.13418","Abstract"
"Relevant","full-text","full-text","16","10.19136/era.a11n2.3992","lagenaria siceraria (molina) standl.","lasiodiplodia pseudotheobromae","not specified in the text","present","biocontrol agent","isolated from different organs of the plants","subjected to dual confrontations and antibiotic tests","tropical","mexico","full-text; doi_10.19136_era.a11n2.3992","Full-Text"
"Relevant","abstract","abstract","0","10.1016/j.funeco.2020.100989","multiple","ophiocordyceps sinensis","leaf","root","present","endophytic","prevalent plant endophyte in caterpillar fungus collection site at mt. gongga","sichuan","china.","mountain; china; abstract-csv; doi_10.1016_j.funeco.2020.100989","Abstract"
"Relevant","full-text","full-text","6","10.1515/helia.2001.24.35.67","helianthus annuus l.","macrophomina phaseolina","seed","present","pathogenic","naturally infected sunflower cultivars nk-212 and ho-1 were treated with various fungicides for control of seed-borne pathogens","","pakistan","full-text","doi_10.1515_helia.2001.24.35.67","Full-Text"
"Relevant","abstract","abstract","0","10.5943/sif/6/1/35","citrofortunella microcarpa (bunge) wijnands","pleosporales","stem","leaves","present","endophytic","isolated from stem and leaves","not specified","philippines","abstract-csv; doi_10.5943_sif_6_1_35","Abstract"
"Relevant","abstract","abstract","0","10.1007/s10530-016-1160-z","phragmites australis","peyronellaea glomerata","stems","leaves","roots","present","endophytic","isolated from high saline and low saline habitats. shows greater propensity for growth promotion of rice seedlings under salt stress.","saline environments","not specified; abstract-csv; doi_10.1007_s10530-016-1160-z","Abstract"
"Relevant","abstract","abstract","0","10.4238/gmr18570","acmella ciliata (asteraceae)","curvularia species unspecified","leaves","present","biocontrol agent","isolated from acmella ciliata and exhibited antagonism against fusarium decemcellulare and colletotrichum gloeosporioides","not specified","brazil","abstract-csv","doi_10.4238_gmr18570","Abstract"
"Relevant","full-text","full-text","12","10.3389/fmicb.2024.1383923","psathyrostachys lanuginosa","epichloë bromicola","above-ground parts (seeds","stems","and sheaths)","present","endophytic","isolated from the above-ground parts of p. lanuginosa","arid and semi-arid regions","china and mongolia; china; full-text; doi_10.3389_fmicb.2024.1383923","Full-Text"
"Relevant","abstract","abstract","0","10.1016/0378-4274(83)90266-7","rattus norvegicus (laboratory rat)","aspergillus flavus","liver","present","pathogenic","cause of hepatocellular damage","laboratory","not_provided","abstract-csv","doi_10.1016_0378-4274(83)90266-7","Abstract"
"Relevant","abstract","abstract","0","10.1007/s10482-019-01380-7","physcomitrium sphaericum (ludw) fuernr","actinomadura physcomitrii","moss","present","endophytic","isolated from the moss species","moss ecosystem","yunnan province","southwest china","china; abstract-csv; doi_10.1007_s10482-019-01380-7","Abstract"
"Relevant","abstract","abstract","0","10.22207/jpam.11.2.43","tinospora cordifolia (willd.) hook.f and thomson (menispermaceae)","fusarium solani","not specified","present","endophytic","isolated from tinospora cordifolia","western ghats of karnataka","india","abstract-csv","doi_10.22207_jpam.11.2.43","Abstract"
"Relevant","abstract","abstract","0","10.7717/peerj.15461","dendrobium harveyanum","biscogniauxia petrensis mflucc14-0151","not specified","present","endophytic","isolated from the medicinal plant","not specified","not specified","abstract-csv","doi_10.7717_peerj.15461","Abstract"
"Relevant","abstract","abstract","0","10.3389/fmicb.2022.1003790","turbinaria conoides","botryosphaeriales","not mentioned","present","unknown","collected from the north of mauritius","co-occurring with sponges but showing unique fungal diversity compared to them.","marine","mauritius","abstract-csv; doi_10.3389_fmicb.2022.1003790","Abstract"
"Relevant","abstract","abstract","0","","festuca arundinacea (tall fescue)","acremonium lolii","grass","present","endophytic","pathogenic","causes damage to livestock; associated with ergopeptide alkaloid ergovaline and indole-isoprenoid lolitrems production.","pasture","","abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","","anoectochilus roxburghii","epulorhiza sp.","not specified","present","endophytic","incubated with endophytic fungi ar-18","harvested after being cultured for age in peat or vermiculite medium.","","","abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.3923/pjbs.2008.321.331","sorghum bicolor (sorghum) and pearl millet (pennisetum glaucum)","sclerospora graminicola","seeds","present","pathogenic","isolated from seed samples collected in burkina faso in 1989 and 2002","not specified","burkina faso","abstract-csv","doi_10.3923_pjbs.2008.321.331","Abstract"
"Relevant","full-text","full-text","7","10.31351/vol32iss1pp160-166","uncaria gambier roxb.","diaporthe sp.","not specified","present","endophytic","mutualistic","isolated from gambir plant","not specified","indonesia","full-text; doi_10.31351_vol32iss1pp160-166","Full-Text"
"Relevant","abstract","abstract","0","10.1111/j.1365-2494.1997.tb02374.x","lolium perenne","neotyphodium","herbage (implies whole plant including leaves and roots)","present","endophytic","infection detected in 33 of 38 ecotype populations","frequency of infected plants ranged from 1% to 80%","contribution to biomass of original swards ranged from 1% to 34%","germany (specific sites not provided)","germany; abstract-csv; doi_10.1111_j.1365-2494.1997.tb02374.x","Abstract"
"Relevant","abstract","abstract","0","10.1093/femsec/fiz101","zea mays (maize)","sebacinales","root","present","unknown (inconspicuous symbionts","potential plant growth-promoting abilities)","occurred in 87% of field samples","potentially relevant for on-farm inoculum development","congo basin rainforest","not specified (congo basin); abstract-csv; doi_10.1093_femsec_fiz101","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.micres.2020.126585","allium sativum l.",NA,"root","present","endophytic","isolated from garlic roots and found to promote growth of garlic meristems in vitro","also producing volatiles that inhibit fungi growth","agricultural","brazil","abstract-csv; doi_10.1016_j.micres.2020.126585","Abstract"
"Relevant","abstract","abstract","0","10.1007/s11557-017-1341-x","halophytes in marine or saline habitats","neocamarosporium jorjanensis","","present","halotolerant","possibly pathogenic or endophytic (based on association with halophytes)","isolated from soils of three hypersaline lakes in iran. growth in media containing various nacl and mgcl2 concentrations indicates that neocamarosporium species are halotolerant.","marine or saline habitats","iran","abstract-csv; doi_10.1007_s11557-017-1341-x","Abstract"
"Relevant","abstract","abstract","0","","dendrobium officinale","notes:","root","present","endophytic","isolated from inoculated roots","mainly found in velamina and cortex cells.","not provided (abstract)","not provided (abstract)","abstract-csv; doi_nan","Abstract"
"Relevant","full-text","abstract","0","10.7606/j.issn.1000-7601.2023.02.23","malus domestica (apple)","cryptococcus)","leaf","present","pathogenic","isolated from leaves of different apple varieties in an arid area. upgma analysis showed differences related to apple varieties.","arid","xinjiang","china","abstract-csv; doi_10.7606_j.issn.1000-7601.2023.02.23","Full-Text"
"Relevant","abstract","abstract","0","10.1007/s12223-018-00673-0","emblica officinalis",NA,"root","stem","leaf","present","endophytic","isolated from root","stem","and leaf tissues of six selected medicinal plants from three different protected areas; evergreen forest; assam; india; abstract-csv; doi_10.1007_s12223-018-00673-0","Abstract"
"Relevant","abstract","abstract","0","10.1111/j.1439-0329.2010.00675.x","pseudotsuga menziesii (coastal douglas-fir)","48 unique fungal taxa identified","wood","present","endophytic (dominant)","isolated from wood cores of commercially damaged and non-damaged douglas-fir trees","14 years after thinning activities","coastal","not provided (abstract)","abstract-csv; doi_10.1111_j.1439-0329.2010.00675.x","Abstract"
"Relevant","abstract","abstract","0","10.1023/a:1015201616013","festuca arundinacea (tall fescue)","neotyphodium spp.","whole plant","present","endophytic","infection observed","alkaloids synthesized as insect deterrents or toxicity.","not specified","not specified","abstract-csv; doi_10.1023_a:1015201616013","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.virol.2020.11.011","cryphonectria radicalis","cryphonectria nitschkei strain ob5/11","","present","pathogenic","the fungus was laterally transferred to c. nitschkei","c. radicalis","and c. naterciae via coculturing","virion transfection","and protoplast fusion; ; japan; abstract-csv; doi_10.1016_j.virol.2020.11.011","Abstract"
"Relevant","abstract","abstract","0","","bambusa oldhamii munro","multiple (species not listed","nodal segments","present","endophytic","isolated during in vitro culture","field-grown","brazil","abstract-csv","doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1111/j.1439-0329.2010.00683.x","sonneratia hainanensis","glomerella","roots","stems","leaves","present","endophytic","isolated from various tissues of the mangrove species","mangrove forests","china (south coast); abstract-csv; doi_10.1111_j.1439-0329.2010.00683.x","Abstract"
"Relevant","full-text","abstract","0","10.3114/fuse.2024.13.07","mangifera indica","l. mahajangana","branches","present","endophytic (diplodia allocellula","dothiorella brevicollis","do. viticola","l. crassispora","l. mahajangana","oblongocollomyces ednahkunjekuae sp. nov); pathogenic (lasiodiplodia pseudotheobromae); isolated from asymptomatic and symptomatic tissues; agroecosystems and conservation areas in northern south africa; south africa; abstract-csv; doi_10.3114_fuse.2024.13.07","Full-Text"
"Relevant","abstract","abstract","0","10.1111/nph.19521","ericoid shrubs","various (mentioned as dark septate endophyte","root","present","endophytic","mycorrhizal","pathogenic (implied as root-associated fungi but not explicitly stated)","warming impacts raf community composition of ericoid shrubs and correlates with root traits. raf taxa strongly correlated with permafrost n uptake for ecm and erm shrubs.","arctic tundra","united states (alaska); abstract-csv; doi_10.1111_nph.19521","Abstract"
"Relevant","abstract","abstract","0","10.1002/cbdv.202300953","not specified","clonostachys sp. y6-1","not specified","present","unknown","associated with the plant host","","","abstract-csv","doi_10.1002_cbdv.202300953","Abstract"
"Relevant","abstract","abstract","0","10.1007/s13225-012-0153-1","1. pinus tabulaeformis","11 curvularia lunata","stems and leaf segments","present","endophytic","isolated from stems and leaf segments of five dominant plant species collected from baima snow mountain (altitude 4","000-4","300 m)","southwest china","mountainous; china; abstract-csv; doi_10.1007_s13225-012-0153-1","Abstract"
"Relevant","full-text","abstract","0","10.11707/j.1001-7488.20220512","pinus sylvestris var. mongolica","trichoderma viride","not specified","present","symbiotic (for sirex nitobei)","endophytic (for phlebiopsis gigantea and trichoderma viride)","the endophytic fungi inhibit the growth of symbiotic fungi in s. nitobei","forest","china","abstract-csv; doi_10.11707_j.1001-7488.20220512","Full-Text"
