relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file,doc_type_ai_clean,paper_id,interaction_id,fungal_taxon_raw,fungal_taxon_resolved,fungal_taxon_status,fungal_taxon_resolution_method,fungal_taxon_confidence,fungal_taxon_accepted_ids,plant_host_raw,plant_host_resolved,plant_host_status,plant_host_resolution_method,plant_host_confidence,plant_host_accepted_ids
Relevant,abstract,abstract,0,10.1002/ps.2780020505,cucumis sativus (cucumber),sphaerotheca fuliginea,leaf,present,pathogenic,isolated as a pathogen causing cucumber powdery mildew,greenhouse,not-provided,abstract-csv,doi_10.1002_ps.2780020505,Abstract,doi:10.1002/ps.2780020505,int_7b09494ed7c21cf6,sphaerotheca fuliginea,podosphaera fuliginea,Resolved,synonym_map,0.95,5255357,cucumis sativus (cucumber),cucumis sativus,Resolved,exact_accepted,1.00,2874569
Relevant,book chapter,abstract,0,10.1111/j.1439-0434.1965.tb04085.x,unknown,alternaria,NA,present,unknown,book chapter describing various fungi species,NA,NA,abstract-csv,doi_10.1111_j.1439-0434.1965.tb04085.x,Abstract,doi:10.1111/j.1439-0434.1965.tb04085.x,int_c7d1987b70333903,alternaria,alternaria,Resolved,exact_accepted,1.00,7388975,unknown,,Unresolved,none,0.00,
Relevant,abstract,abstract,0,10.1038/165532a0,avena spp. (oats),helminthosporium aven?,seed,present,pathogenic,seed-borne phase of leaf stripe disease,not specified,not specified,abstract-csv,doi_10.1038_165532a0,Abstract,doi:10.1038/165532a0,int_561b3caed43824fc,helminthosporium aven?,,Unresolved,no_match,0.00,,avena spp. (oats),avena,Resolved,exact_accepted,1.00,2705282
Relevant,abstract,abstract,0,10.1017/s0021859600064601,hordeum vulgare (winter barley variety pella),cochliobolus sativus,not specified,present,pathogenic,disease-causing organism; not a direct plant-fungus interaction.,not specified,not specified,abstract-csv,doi_10.1017_s0021859600064601,Abstract,doi:10.1017/s0021859600064601,int_ffaf29d666f8e396,cochliobolus sativus,bipolaris sorokiniana,Resolved,synonym_map,0.95,2615927,hordeum vulgare (winter barley variety pella),hordeum vulgare,Resolved,exact_accepted,1.00,2706056
Relevant,abstract,abstract,0,10.1002/ps.2780020504,malus domestica (apple),venturia inaequalis,leaf,present,pathogenic,caused apple scab,NA,NA,abstract-csv,doi_10.1002_ps.2780020504,Abstract,doi:10.1002/ps.2780020504,int_a3575aa41a68c657,venturia inaequalis,venturia inaequalis,Resolved,exact_accepted,1.00,5262796,malus domestica (apple),malus domestica,Resolved,exact_accepted,1.00,3001244
Relevant,abstract,abstract,0,10.1007/bf02052803,not specified,not specified,seeds,present,unknown,isolated from plant material coming in from afghanistan and intercepted at quarantine station; jamrud,not specified (quarantine location: jamrud),afghanistan,abstract-csv,doi_10.1007_bf02052803,Abstract,doi:10.1007/bf02052803,int_231a3f980c12330b,not specified,,Unresolved,none,0.00,,not specified,,Unresolved,none,0.00,
Relevant,abstract,abstract,0,10.1002/jobm.19640040210,mycotrophic plants,unspecified endophyte,underground or creeping organs,present,endophytic,lives with underground or creeping plant organs. possible mycorrhizae; mycorrhizomes and mycothalli.,NA,NA,abstract-csv,doi_10.1002_jobm.19640040210,Abstract,doi:10.1002/jobm.19640040210,int_3aeac3cfcbb2dda2,unspecified endophyte,,Unresolved,no_match,0.00,,mycotrophic plants,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/j.1469-8137.1969.tb06492.x,orchid species,orchid endophyte fungi,protocorms,roots (implied),present,mutualistic; utilizes cellulose as a carbon source for protocorm growth,not specified,not specified,abstract-csv,doi_10.1111_j.1469-8137.1969.tb06492.x,Abstract,doi:10.1111/j.1469-8137.1969.tb06492.x,int_58abb1f49294e339,orchid endophyte fungi,,Unresolved,no_match,0.00,,orchid species,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1038/165937c0,ulmus sp. (elm),ophiostoma novo-ulmi,vascular,present,pathogenic,NA,not specified,not specified,abstract-csv,doi_10.1038_165937c0,Abstract,doi:10.1038/165937c0,int_0f7a0362a0010cf3,ophiostoma novo-ulmi,ophiostoma novo-ulmi,Resolved,exact_accepted,1.00,5254231,ulmus sp. (elm),ulmus,Resolved,exact_accepted,1.00,2984510
Relevant,abstract,abstract,0,10.1080/00288233.1958.10431534,lolium perenne,endophytic fungi of new zealand grasses,not specified,present,endophytic,isolated from perennial-ryegrass,not specified,new zealand,abstract-csv,doi_10.1080_00288233.1958.10431534,Abstract,doi:10.1080/00288233.1958.10431534,int_4d51d2a07e55dbc8,endophytic fungi of new zealand grasses,,Unresolved,no_match,0.00,,lolium perenne,lolium perenne,Resolved,exact_accepted,1.00,2706241
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1948.tb07387.x,linum usitatissimum (flax),colletotrichum linicola,NA,present,pathogenic,seed-borne parasites,not specified,not specified,abstract-csv,doi_10.1111_j.1744-7348.1948.tb07387.x,Abstract,doi:10.1111/j.1744-7348.1948.tb07387.x,int_845289a7686a698c,colletotrichum linicola,colletotrichum linicola,Resolved,exact_accepted,1.00,2568927,linum usitatissimum (flax),linum usitatissimum,Resolved,exact_accepted,1.00,2873861
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1948.tb07387.x,linum usitatissimum (flax),,NA,present,pathogenic,seed-borne parasites,not specified,not specified,abstract-csv,doi_10.1111_j.1744-7348.1948.tb07387.x,Abstract,doi:10.1111/j.1744-7348.1948.tb07387.x,int_95e86236b6c9948b,,,Unresolved,none,0.00,,linum usitatissimum (flax),linum usitatissimum,Resolved,exact_accepted,1.00,2873861
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1948.tb07387.x,linum usitatissimum (flax),polyspora lini,NA,present,pathogenic,seed-borne parasites,not specified,not specified,abstract-csv,doi_10.1111_j.1744-7348.1948.tb07387.x,Abstract,doi:10.1111/j.1744-7348.1948.tb07387.x,int_46b0672123e77631,polyspora lini,kabatiella lini,Resolved,synonym_map,0.95,2612981,linum usitatissimum (flax),linum usitatissimum,Resolved,exact_accepted,1.00,2873861
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1948.tb07387.x,linum usitatissimum (flax),,NA,present,pathogenic,seed-borne parasites,not specified,not specified,abstract-csv,doi_10.1111_j.1744-7348.1948.tb07387.x,Abstract,doi:10.1111/j.1744-7348.1948.tb07387.x,int_2e5192d74bb9ee53,,,Unresolved,none,0.00,,linum usitatissimum (flax),linum usitatissimum,Resolved,exact_accepted,1.00,2873861
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1948.tb07387.x,linum usitatissimum (flax),botrytis cinerea,NA,present,pathogenic,seed-borne parasites,not specified,not specified,abstract-csv,doi_10.1111_j.1744-7348.1948.tb07387.x,Abstract,doi:10.1111/j.1744-7348.1948.tb07387.x,int_c419b447a0cbe612,botrytis cinerea,botrytis cinerea,Resolved,exact_accepted,1.00,2583139,linum usitatissimum (flax),linum usitatissimum,Resolved,exact_accepted,1.00,2873861
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1948.tb07387.x,linum usitatissimum (flax),,NA,present,pathogenic,seed-borne parasites,not specified,not specified,abstract-csv,doi_10.1111_j.1744-7348.1948.tb07387.x,Abstract,doi:10.1111/j.1744-7348.1948.tb07387.x,int_a746690e245efea4,,,Unresolved,none,0.00,,linum usitatissimum (flax),linum usitatissimum,Resolved,exact_accepted,1.00,2873861
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1948.tb07387.x,linum usitatissimum (flax),phoma sp.,NA,present,pathogenic,seed-borne parasites,not specified,not specified,abstract-csv,doi_10.1111_j.1744-7348.1948.tb07387.x,Abstract,doi:10.1111/j.1744-7348.1948.tb07387.x,int_311d9d803d76916c,phoma sp.,phoma,Resolved,exact_accepted,1.00,2513988,linum usitatissimum (flax),linum usitatissimum,Resolved,exact_accepted,1.00,2873861
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1948.tb07387.x,linum usitatissimum (flax),,NA,present,pathogenic,seed-borne parasites,not specified,not specified,abstract-csv,doi_10.1111_j.1744-7348.1948.tb07387.x,Abstract,doi:10.1111/j.1744-7348.1948.tb07387.x,int_ad746c64739981e0,,,Unresolved,none,0.00,,linum usitatissimum (flax),linum usitatissimum,Resolved,exact_accepted,1.00,2873861
Relevant,abstract,abstract,0,10.1093/oxfordjournals.aob.a083369,cirsium arvense (creeping thistle),puccinia suaveolens,root,present,pathogenic,isolated uredospores initially produce pustules; mycelium grows systemically into roots; and produces spermogonia.,NA,NA,abstract-csv,doi_10.1093_oxfordjournals.aob.a083369,Abstract,doi:10.1093/oxfordjournals.aob.a083369,int_7b2812e117a1521a,puccinia suaveolens,puccinia suaveolens,Resolved,exact_accepted,1.00,2514461,cirsium arvense (creeping thistle),cirsium arvense,Resolved,exact_accepted,1.00,3113414
Relevant,abstract,abstract,0,10.1080/00378941.1968.10838593,cryptogamic organisms,seed borne fungi,seeds,present,pathogenic,isolated from seeds; presence can be superficial or in the testa or seed embryo. specific methods are required for detection due to organisms' susceptibility toward environment factors.,agronomical,not specified,abstract-csv,doi_10.1080_00378941.1968.10838593,Abstract,doi:10.1080/00378941.1968.10838593,int_39ed0de9f2105746,seed borne fungi,,Unresolved,no_match,0.00,,cryptogamic organisms,,Unresolved,no_match,0.00,
Uncertain,abstract,abstract,0,10.1007/bf01976649,not specified in text,not specified in text,not specified in text,present,unknown,discusses potential fungicides that may interact with plants and fungi; but no specific plant-fungus interactions are described.,NA,netherlands,abstract-csv,doi_10.1007_bf01976649,Abstract,doi:10.1007/bf01976649,int_3cd53749e74f6666,not specified in text,,Unresolved,empty,0.00,,not specified in text,,Unresolved,empty,0.00,
Relevant,abstract,abstract,0,10.1007/bf01995923,apple,powdery mildew,leaves,present,pathogenic,pesticidal activity observed in laboratory and greenhouse tests,NA,NA,abstract-csv,doi_10.1007_bf01995923,Abstract,doi:10.1007/bf01995923,int_f3f366208912d856,powdery mildew,,Unresolved,no_match,0.00,,apple,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1007/bf01995923,cucumber,powdery mildew,leaves,present,pathogenic,pesticidal activity observed in laboratory and greenhouse tests,NA,NA,abstract-csv,doi_10.1007_bf01995923,Abstract,doi:10.1007/bf01995923,int_06ef697807898c5b,powdery mildew,,Unresolved,no_match,0.00,,cucumber,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1007/bf01995923,barley,powdery mildew,leaves,present,pathogenic,pesticidal activity observed in laboratory and greenhouse tests,NA,NA,abstract-csv,doi_10.1007_bf01995923,Abstract,doi:10.1007/bf01995923,int_e91b114a8862016c,powdery mildew,,Unresolved,no_match,0.00,,barley,hordeum vulgare,Resolved,exact_accepted,1.00,2706056
Relevant,abstract,abstract,0,10.1007/bf01372858,eleusine coracana gaertn.,NA,rhizosphere,present,saprotrophic or unknown (role is not explicitly stated as pathogenic or symbiotic,but they are part of the rhizosphere microflora); part of the rhizosphere microflora; influence observed on enzyme activities,not specified,not specified,abstract-csv,doi_10.1007_bf01372858,Abstract,doi:10.1007/bf01372858,int_0d59ddc150660544,NA,,Unresolved,none,0.00,,eleusine coracana gaertn.,eleusine coracana,Resolved,exact_accepted,1.00,2705957
Relevant,abstract,abstract,0,10.1007/bf01372858,eleusine coracana gaertn.,not specified at species level),rhizosphere,present,saprotrophic or unknown (role is not explicitly stated as pathogenic or symbiotic,but they are part of the rhizosphere microflora); part of the rhizosphere microflora; influence observed on enzyme activities,not specified,not specified,abstract-csv,doi_10.1007_bf01372858,Abstract,doi:10.1007/bf01372858,int_a0d2b7aafa1b4b6d,not specified at species level),,Unresolved,empty,0.00,,eleusine coracana gaertn.,eleusine coracana,Resolved,exact_accepted,1.00,2705957
Relevant,abstract,abstract,0,10.1080/00362176485190201,rattus rattus,microsporum gypseum,internal organs (liver and spleen),present,pathogenic,isolated from internal organs of house rat,egyptian delta,egypt,abstract-csv,doi_10.1080_00362176485190201,Abstract,doi:10.1080/00362176485190201,int_caef263d4d06da82,microsporum gypseum,microsporum gypseum,Resolved,exact_accepted,1.00,3468777,rattus rattus,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1071/bt9580025,thismia rodwayi,unspecified endophyte,not specified,present,endophytic,associated mycorrhiza. osmic-staining fat from fungal hyphae into the cells of the higher plant.,NA,NA,abstract-csv,doi_10.1071_bt9580025,Abstract,doi:10.1071/bt9580025,int_9c35496c2307f2d3,unspecified endophyte,,Unresolved,no_match,0.00,,thismia rodwayi,thismia rodwayi,Resolved,exact_accepted,1.00,2756470
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1953.tb01106.x,plum fruitlets and tomato and broad bean foliage,sclerotinia laxa,foliage,present,pathogenic,interaction is described as fungicidal activity of the compound on these fungi.,NA,NA,abstract-csv,doi_10.1111_j.1744-7348.1953.tb01106.x,Abstract,doi:10.1111/j.1744-7348.1953.tb01106.x,int_b1d290ef26d1d883,sclerotinia laxa,monilinia laxa,Resolved,synonym_map,0.95,2583361,plum fruitlets and tomato and broad bean foliage,solanum lycopersicum; vicia faba,Partially_Resolved,exact_accepted; no_match,0.67,2930137; 2974832
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1953.tb01106.x,plum fruitlets and tomato and broad bean foliage,botrytis fabae,foliage,present,pathogenic,interaction is described as fungicidal activity of the compound on these fungi.,NA,NA,abstract-csv,doi_10.1111_j.1744-7348.1953.tb01106.x,Abstract,doi:10.1111/j.1744-7348.1953.tb01106.x,int_6224e0cf361e5485,botrytis fabae,botrytis fabae,Resolved,exact_accepted,1.00,2583102,plum fruitlets and tomato and broad bean foliage,solanum lycopersicum; vicia faba,Partially_Resolved,exact_accepted; no_match,0.67,2930137; 2974832
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1953.tb01106.x,plum fruitlets and tomato and broad bean foliage,cladosporium fulvum,foliage,present,pathogenic,interaction is described as fungicidal activity of the compound on these fungi.,NA,NA,abstract-csv,doi_10.1111_j.1744-7348.1953.tb01106.x,Abstract,doi:10.1111/j.1744-7348.1953.tb01106.x,int_350b4f0f879bc2c5,cladosporium fulvum,fulvia fulva,Resolved,synonym_map,0.95,5265337,plum fruitlets and tomato and broad bean foliage,solanum lycopersicum; vicia faba,Partially_Resolved,exact_accepted; no_match,0.67,2930137; 2974832
Relevant,abstract,abstract,0,10.1080/09670877109413315,eupatorium odoratum,fusarium culmorum,seeds,present,pathogenic,isolated from seeds,not specified,nigeria,abstract-csv,doi_10.1080_09670877109413315,Abstract,doi:10.1080/09670877109413315,int_c0761e9c3608bd1c,fusarium culmorum,fusarium culmorum,Resolved,exact_accepted,1.00,5252189,eupatorium odoratum,ageratina altissima,Resolved,synonym_map,0.95,5400552
Relevant,abstract,abstract,0,10.1080/09670877109413315,eupatorium odoratum,f. moniliforme,seeds,present,pathogenic,isolated from seeds,not specified,nigeria,abstract-csv,doi_10.1080_09670877109413315,Abstract,doi:10.1080/09670877109413315,int_ff3b7db626f3b491,f. moniliforme,,Unresolved,no_match,0.00,,eupatorium odoratum,ageratina altissima,Resolved,synonym_map,0.95,5400552
Relevant,abstract,abstract,0,10.1080/09670877109413315,eupatorium odoratum,f. semitectum,seeds,present,pathogenic,isolated from seeds,not specified,nigeria,abstract-csv,doi_10.1080_09670877109413315,Abstract,doi:10.1080/09670877109413315,int_e9b97e4e4dd39f19,f. semitectum,,Unresolved,no_match,0.00,,eupatorium odoratum,ageratina altissima,Resolved,synonym_map,0.95,5400552
Relevant,abstract,abstract,0,10.1080/09670877109413315,eupatorium odoratum,f. solani,seeds,present,pathogenic,isolated from seeds,not specified,nigeria,abstract-csv,doi_10.1080_09670877109413315,Abstract,doi:10.1080/09670877109413315,int_b1fc126ef84088a9,f. solani,fusarium solani,Resolved,abbreviation_context_first,0.75,9581851,eupatorium odoratum,ageratina altissima,Resolved,synonym_map,0.95,5400552
Relevant,abstract,abstract,0,10.1080/09670877109413315,eupatorium odoratum,cladosporium herbarum,seeds,present,pathogenic,isolated from seeds,not specified,nigeria,abstract-csv,doi_10.1080_09670877109413315,Abstract,doi:10.1080/09670877109413315,int_63de06b89a37be21,cladosporium herbarum,cladosporium herbarum,Resolved,exact_accepted,1.00,2620585,eupatorium odoratum,ageratina altissima,Resolved,synonym_map,0.95,5400552
Relevant,abstract,abstract,0,10.1080/09670877109413315,eupatorium odoratum,curvularia lunata,seeds,present,pathogenic,isolated from seeds,not specified,nigeria,abstract-csv,doi_10.1080_09670877109413315,Abstract,doi:10.1080/09670877109413315,int_d8c3b08d9461840f,curvularia lunata,curvularia lunata,Resolved,exact_accepted,1.00,2616016,eupatorium odoratum,ageratina altissima,Resolved,synonym_map,0.95,5400552
Relevant,abstract,abstract,0,10.1111/j.1469-8137.1971.tb02507.x,caladenia,sebacina vermifera,root,present,endophytic,isolated from roots; stimulated germination of c. cornea seed in one test.,terrestrial,australia,abstract-csv,doi_10.1111_j.1469-8137.1971.tb02507.x,Abstract,doi:10.1111/j.1469-8137.1971.tb02507.x,int_55c746934fa9683a,sebacina vermifera,serendipita vermifera,Resolved,synonym_map,0.95,2553903,caladenia,caladenia,Resolved,exact_accepted,1.00,2841100
Relevant,abstract,abstract,0,10.1111/j.1469-185x.1950.tb00591.x,not specified in text,NA,root,present,pathogenic,isolated from root; parasitic phase on the living host plant,NA,NA,abstract-csv,doi_10.1111_j.1469-185x.1950.tb00591.x,Abstract,doi:10.1111/j.1469-185x.1950.tb00591.x,int_f10dc2f4fb98a06f,NA,,Unresolved,none,0.00,,not specified in text,,Unresolved,empty,0.00,
Relevant,abstract,abstract,0,10.1111/j.1469-185x.1950.tb00591.x,not specified in text,but mentioned),root,present,pathogenic,isolated from root; parasitic phase on the living host plant,NA,NA,abstract-csv,doi_10.1111_j.1469-185x.1950.tb00591.x,Abstract,doi:10.1111/j.1469-185x.1950.tb00591.x,int_6a58b69c02087171,but mentioned),,Unresolved,no_match,0.00,,not specified in text,,Unresolved,empty,0.00,
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1969.tb02875.x,celery,multiple,seeds,present,pathogenic,control by thiram seed soak treatment,not_provided,not_provided,abstract-csv,doi_10.1111_j.1744-7348.1969.tb02875.x,Abstract,doi:10.1111/j.1744-7348.1969.tb02875.x,int_3f30f2a1fd52fdc9,multiple,,Unresolved,no_match,0.00,,celery,,Unresolved,no_match,0.00,
